>VFG037176(gb|YP_001844723) (plc) phospholipase C [Phospholipase C (VF0470)] [Acinetobacter baumannii ACICU]
>VFG045566(gb|YP_096368) (lpg2359) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045567(gb|YP_096378) (lpg2370) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045568(gb|YP_096380) (lpg2372) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045569(gb|YP_096390) (lpg2382) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045570(gb|YP_096424) (legA1) Dot/Icm type IV secretion system effector LegA1 [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045571(gb|YP_096428) (lpg2420) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045572(gb|YP_096432) (mavG) Dot/Icm type IV secretion system effector MavG [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045573(gb|YP_096433) (mavH) Dot/Icm type IV secretion system effector MavH [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045574(gb|YP_096442) (lpg2434) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045575(gb|YP_096451) (lpg2443) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045576(gb|YP_096452) (mavI) Dot/Icm type IV secretion system effector MavI [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045577(gb|YP_096468) (lpg2461) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045578(gb|YP_096505) (mavJ) Dot/Icm type IV secretion system effector MavJ [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045579(gb|YP_096512) (lpg2505) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045580(gb|YP_096533) (mavL) Dot/Icm type IV secretion system effector MavL [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045581(gb|YP_096545) (lpg2538) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045582(gb|YP_096546) (lpg2539) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045583(gb|YP_096548) (lpg2541) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045584(gb|YP_096553) (lpg2546) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045585(gb|YP_096559) (lpg2552) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045586(gb|YP_096562) (lpg2555) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045587(gb|YP_096582) (mavM) Dot/Icm type IV secretion system effector MavM [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045588(gb|YP_096593) (legS1) Dot/Icm type IV secretion system effector LegS1 [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045589(gb|YP_096608) (lem28) Dot/Icm type IV secretion system effector Lem28 [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045590(gb|YP_096633) (lpg2628) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045591(gb|YP_096642) (lpg2637) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045592(gb|YP_096643) (mavV) Dot/Icm type IV secretion system effector MavV [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045593(gb|YP_096697) (lpg2692) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045594(gb|YP_096699) (legD1) Dot/Icm type IV secretion system effector LegD1 [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045595(gb|YP_096724) (legN) Dot/Icm type IV secretion system effector LegN [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045596(gb|YP_096748) (lpg2745) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045597(gb|YP_096810) (mavN) Dot/Icm type IV secretion system effector MavN [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045598(gb|YP_096823) (lpg2828) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045599(gb|YP_096827) (lpg2832) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045600(gb|YP_096839) (lpg2844) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045601(gb|YP_096868) (lpg2874) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045602(gb|YP_096873) (lpg2879) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045603(gb|YP_096878) (lpg2884) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045604(gb|YP_096879) (lpg2885) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045605(gb|YP_096882) (lpg2888) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045606(gb|YP_096905) (lpg2912) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045607(gb|YP_096929) (lpg2936) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045608(gb|YP_096967) (lpg2975) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG045609(gb|YP_096992) (lpg3000) Dot/Icm type IV secretion system effector [Dot/Icm (VF0156)] [Legionella pneumophila subsp. pneumophila str. Philadelphia 1]
>VFG000068(gb|NP_463735) (actA) actin-assembly inducing protein precursor [ActA (VF0066)] [Listeria monocytogenes EGD-e]
>VFG000069(gb|NP_463736) (plcB) phospholipase C [PlcB (VF0067)] [Listeria monocytogenes EGD-e]
>VFG000070(gb|NP_464110) (iap/cwhA) P60 extracellular protein, invasion associated protein Iap [p60 (VF0068)] [Listeria monocytogenes EGD-e]
>VFG000071(gb|NP_463734) (mpl) Zinc metalloproteinase precursor [Mpl (VF0065)] [Listeria monocytogenes EGD-e]
>VFG000072(gb|NP_463731) (prfA) listeriolysin positive regulatory protein [PrfA (VF0062)] [Listeria monocytogenes EGD-e]
>VFG000073(gb|NP_463732) (plcA) phosphatidylinositol-specific phospholipase c [PlcA (VF0063)] [Listeria monocytogenes EGD-e]
>VFG000074(gb|NP_463733) (hly) listeriolysin O precursor [LLO (VF0064)] [Listeria monocytogenes EGD-e]
>VFG000075(gb|NP_463962) (inlA) Internalin A [InlA (VF0069)] [Listeria monocytogenes EGD-e]
>VFG000076(gb|NP_463963) (inlB) Internalin B [InlB (VF0070)] [Listeria monocytogenes EGD-e]
>VFG000077(gb|NP_465991) (clpP) ATP-dependent Clp protease proteolytic subunit [ClpP (VF0074)] [Listeria monocytogenes EGD-e]
>VFG000078(gb|NP_466081) (ami) autolysin amidase, adhesin [Ami (VF0071)] [Listeria monocytogenes EGD-e]
>VFG000079(gb|NP_463763) (clpC) endopeptidase Clp ATP-binding chain C [ClpC (VF0072)] [Listeria monocytogenes EGD-e]
>VFG000080(gb|NP_464522) (clpE) ATP-dependent protease [ClpE (VF0073)] [Listeria monocytogenes EGD-e]
>VFG000674(gb|CAA70683) (smcL) sphingomyelinase-c [SMase (VF0061)] [Listeria ivanovii str. ATCC 19119]
>VFG001089(gb|NP_464364) (hpt) hexose phosphate transport protein [Hpt (VF0264)] [Listeria monocytogenes EGD-e]
>VFG002157(gb|NP_465372) (lpeA) lipoprotein promoting cell invasion [LpeA (VF0346)] [Listeria monocytogenes EGD-e]
>VFG002158(gb|NP_464456) (lplA1) lipoate protein ligase [LplA1 (VF0347)] [Listeria monocytogenes EGD-e]
>VFG002159(gb|NP_464601) (aut) autolysin [Auto (VF0348)] [Listeria monocytogenes EGD-e]
>VFG002160(gb|NP_465354) (fbpA) fibronectin-binding protein [FbpA (VF0349)] [Listeria monocytogenes EGD-e]
>VFG002161(gb|NP_465369) (lspA) signal peptidase II [Lsp (VF0351)] [Listeria monocytogenes EGD-e]
>VFG002162(gb|NP_465591) (bsh) bile salt hydrolase [BSH (VF0350)] [Listeria monocytogenes EGD-e]
>VFG006717(gb|NP_465159) (lap) Listeria adhesion protein Lap [Lap (VF0444)] [Listeria monocytogenes EGD-e]
>VFG006721(gb|NP_466343) (inlJ) internalin J [InlJ (VF0445)] [Listeria monocytogenes EGD-e]
>VFG006768(gb|NP_463850) (vip) surface adhesin Vip [Vip (VF0443)] [Listeria monocytogenes EGD-e]
>VFG032762(gb|NP_465191) (lapB) Listeria adhesion protein LapB [LapB (VF0446)] [Listeria monocytogenes EGD-e]
>VFG032821(gb|NP_463939) (inlF) internalin F [InlF (VF0447)] [Listeria monocytogenes EGD-e]
>VFG032845(gb|NP_466072) (gtcA) wall teichoic acid glycosylation protein GtcA [Cell wall teichoic acid glycosylation protein (CVF677)] [Listeria monocytogenes EGD-e]
>VFG032878(gb|NP_465743) (prsA2) post translocation chaperone PrsA2 [PrsA2 (VF0449)] [Listeria monocytogenes EGD-e]
>VFG032910(gb|NP_465311) (inlC) internalin C [InlC (VF0438)] [Listeria monocytogenes EGD-e]
>VFG032936(gb|NP_464815) (inlK) internalin K [InlK (VF0439)] [Listeria monocytogenes EGD-e]
>VFG032965(gb|NP_463967) (lntA) listeria nuclear targeted protein A [LntA (VF0440)] [Listeria monocytogenes EGD-e]
>VFG032992(gb|NP_464816) (oatA) peptidoglycan O-acetyltransferase [OatA (VF0441)] [Listeria monocytogenes EGD-e]
>VFG033025(gb|NP_463944) (pdgA) Peptidoglycan N-deacetylase [PgdA (VF0442)] [Listeria monocytogenes EGD-e]
>VFG045331(gb|AHK25016) (llsA) listeriolysin S [LLS (VF0410)] [Listeria innocua SLCC6294]
>VFG045332(gb|AHK25017) (llsG) ABC transporter ATP-binding protein LlsG [LLS (VF0410)] [Listeria innocua SLCC6294]
>VFG045333(gb|AHK25018) (llsH) ABC transporter permease protein LlsH [LLS (VF0410)] [Listeria innocua SLCC6294]
>VFG045334(gb|AHK25019) (llsX) LlsX [LLS (VF0410)] [Listeria innocua SLCC6294]
>VFG045335(gb|AHK25020) (llsB) SagB family dehydrogenase LlsB [LLS (VF0410)] [Listeria innocua SLCC6294]
>VFG045336(gb|AHK25021) (llsY) LlsY [LLS (VF0410)] [Listeria innocua SLCC6294]
>VFG045337(gb|AHK25022) (llsD) streptolysin-associated protein LlsD [LLS (VF0410)] [Listeria innocua SLCC6294]
>VFG045338(gb|AHK25023) (llsP) CAAX amino terminal protease LlsP [LLS (VF0410)] [Listeria innocua SLCC6294]
>VFG049468(gb|NP_465993.1) (inlP) internalin P [InlP (VF0577)] [Listeria monocytogenes EGD-e]
>VFG001381(gb|YP_177728) (icl) Isocitrate lyase Icl (isocitrase) (isocitratase) [Isocitrate lyase (VF0253)] [Mycobacterium tuberculosis H37Rv]
>VFG001383(gb|NP_214989) (hbhA) iron-regulated heparin binding hemagglutinin hbhA (adhesin) [HbhA (VF0313)] [Mycobacterium tuberculosis H37Rv]
>VFG001386(gb|NP_215271) (phoP) Possible two component system response transcriptional positive regulator PhoP [PhoP (VF0286)] [Mycobacterium tuberculosis H37Rv]
>VFG001393(gb|NP_215861) (mbtM) Probable fatty acyl-AMP ligase MbtM [FadD33 (VF0308)] [Mycobacterium tuberculosis H37Rv]
>VFG001395(gb|NP_216327) (mgtC) Possible Mg2+ transport P-type ATPase C MgtC [MgtC (VF0289)] [Mycobacterium tuberculosis H37Rv]
>VFG001397(gb|NP_216547) (hspX) Heat shock protein HspX (alpha-crystallin homolog) (14 kDa antigen) (HSP16.3) [HspX (VF0301)] [Mycobacterium tuberculosis H37Rv]
>VFG001400(gb|NP_216865) (plcC) phospholipase C [Phospholipase C (VF0320)] [Mycobacterium tuberculosis H37Rv]
>VFG001401(gb|NP_216866) (plcB) membrane-associated phospholipase B [Phospholipase C (VF0320)] [Mycobacterium tuberculosis H37Rv]
>VFG001402(gb|NP_216867) (plcA) membrane-associated phospholipase A [Phospholipase C (VF0320)] [Mycobacterium tuberculosis H37Rv]
>VFG001403(gb|NP_216899) (mbtB) Phenyloxazoline synthase MbtB (phenyloxazoline synthetase) [Mycobactin (VF0299)] [Mycobacterium tuberculosis H37Rv]
>VFG001406(gb|NP_217227) (ideR) Iron-dependent repressor and activator IdeR [IdeR (VF0300)] [Mycobacterium tuberculosis H37Rv]
>VFG001415(gb|NP_218004) (lipF) Probable esterase/lipase LipF [LipF (VF0307)] [Mycobacterium tuberculosis H37Rv]
>VFG001419(gb|NP_218321) (fbpA) Secreted antigen 85-a FbpA (mycolyl transferase 85A) (fibronectin-binding protein A) (antigen 85 complex A) [Antigen 85 (VF0311)] [Mycobacterium tuberculosis H37Rv]
>VFG001420(gb|NP_218327) (erp) exported repetitive protein precursor Erp [Erp (VF0312)] [Mycobacterium tuberculosis H37Rv]
>VFG001811(gb|YP_177694) (fbpC) Secreted antigen 85-C FbpC (85C) (antigen 85 complex C) (AG58C) (mycolyl transferase 85C) (fibronectin-binding protein C) [Antigen 85 (VF0311)] [Mycobacterium tuberculosis H37Rv]
>VFG001812(gb|NP_216402) (fbpB) Secreted antigen 85-B FbpB (85B) (antigen 85 complex B) (mycolyl transferase 85B) (fibronectin-binding protein B) (extracellular alpha-antigen) [Antigen 85 (VF0311)] [Mycobacterium tuberculosis H37Rv]
>VFG001817(gb|NP_216900) (mbtA) Bifunctional enzyme MbtA: salicyl-AMP ligase (SAL-AMP ligase) + salicyl-S-ArCP synthetase [Mycobactin (VF0299)] [Mycobacterium tuberculosis H37Rv]
>VFG001818(gb|NP_216893) (mbtH) putative protein MbtH [Mycobactin (VF0299)] [Mycobacterium tuberculosis H37Rv]
>VFG001819(gb|NP_216894) (mbtG) Lysine-N-oxygenase MbtG (L-lysine 6-monooxygenase) (lysine N6-hydroxylase) [Mycobactin (VF0299)] [Mycobacterium tuberculosis H37Rv]
>VFG001820(gb|NP_216895) (mbtF) Peptide synthetase MbtF (peptide synthase) [Mycobactin (VF0299)] [Mycobacterium tuberculosis H37Rv]
>VFG001821(gb|NP_216896) (mbtE) Peptide synthetase MbtE (peptide synthase) [Mycobactin (VF0299)] [Mycobacterium tuberculosis H37Rv]
>VFG001822(gb|NP_216897) (mbtD) Polyketide synthetase MbtD (polyketide synthase) [Mycobactin (VF0299)] [Mycobacterium tuberculosis H37Rv]
>VFG001823(gb|NP_216898) (mbtC) Polyketide synthetase MbtC (polyketide synthase) [Mycobactin (VF0299)] [Mycobacterium tuberculosis H37Rv]
>VFG001826(gb|NP_217099) (relA) Probable GTP pyrophosphokinase RelA (ATP:GTP 3'-pyrophosphotransferase) (PPGPP synthetase I) ((P)PPGPP synthetase) (GTP diphosphokinase) [RelA (VF0287)] [Mycobacterium tuberculosis H37Rv]
>VFG002378(gb|YP_178023) (esxA) 6 kDa early secretory antigenic target EsxA (ESAT-6) [ESX-1 (VF0315)] [Mycobacterium tuberculosis H37Rv]
>VFG002379(gb|NP_218391) (esxB) 10 kDa culture filtrate antigen EsxB (CFP-10) [ESX-1 (VF0315)] [Mycobacterium tuberculosis H37Rv]
>VFG002380(gb|NP_218385) (eccA1) ESX-1 type VII secretion system AAA+ ATPase EccA1 [ESX-1 (VF0315)] [Mycobacterium tuberculosis H37Rv]
>VFG002381(gb|NP_218386) (eccB1) ESX-1 type VII secretion system protein EccB1 [ESX-1 (VF0315)] [Mycobacterium tuberculosis H37Rv]
>VFG002382(gb|NP_218387) (eccCa1) ESX-1 type VII secretion system FtsK/SpoIIIE family protein EccCa1 [ESX-1 (VF0315)] [Mycobacterium tuberculosis H37Rv]
>VFG002383(gb|NP_218388) (eccCb1) ESX-1 type VII secretion system FtsK/SpoIIIE family protein EccCb1 [ESX-1 (VF0315)] [Mycobacterium tuberculosis H37Rv]
>VFG002384(gb|YP_178021) (PE35) PE family-related protein PE35 [ESX-1 (VF0315)] [Mycobacterium tuberculosis H37Rv]
>VFG002385(gb|NP_218394) (eccD1) ESX-1 type VII secretion system EccD1 [ESX-1 (VF0315)] [Mycobacterium tuberculosis H37Rv]
>VFG002386(gb|NP_218132) (espC) ESX-1 type VII secretion system EspC [ESX-1 (VF0315)] [Mycobacterium tuberculosis H37Rv]
>VFG002387(gb|NP_218133) (espA) ESX-1 type VII secretion system EspA [ESX-1 (VF0315)] [Mycobacterium tuberculosis H37Rv]
>VFG002388(gb|NP_218398) (espB) ESX-1 type VII secretion system EspB [ESX-1 (VF0315)] [Mycobacterium tuberculosis H37Rv]
>VFG002389(gb|NP_218396) (espK) ESX-1 type VII secretion system EspK [ESX-1 (VF0315)] [Mycobacterium tuberculosis H37Rv]
>VFG002390(gb|NP_218399) (eccE1) ESX-1 type VII secretion system EccE1 [ESX-1 (VF0315)] [Mycobacterium tuberculosis H37Rv]
>VFG002391(gb|NP_218400) (mycP1) ESX-1 type VII secretion system subtilisin-like serine protease MycP1 [ESX-1 (VF0315)] [Mycobacterium tuberculosis H37Rv]
>VFG002392(gb|NP_218131) (espD) ESX-1 type VII secretion system EspD [ESX-1 (VF0315)] [Mycobacterium tuberculosis H37Rv]
>VFG002393(gb|YP_177881) (PPE41) PPE family protein PPE41 [ESX-5 (VF0402)] [Mycobacterium tuberculosis H37Rv]
>VFG002395(gb|NP_216300) (eccCb5) ESX-5 type VII secretion system FtsK/SpoIIIE family protein EccCb5 [ESX-5 (VF0402)] [Mycobacterium tuberculosis H37Rv]
>VFG002396(gb|NP_216299) (eccCa5) ESX-5 type VII secretion system FtsK/SpoIIIE family protein EccCa5 [ESX-5 (VF0402)] [Mycobacterium tuberculosis H37Rv]
>VFG002397(gb|NP_216298) (eccB5) ESX-5 type VII secretion system protein EccB5 [ESX-5 (VF0402)] [Mycobacterium tuberculosis H37Rv]
>VFG002398(gb|NP_216311) (eccD5) ESX-5 type VII secretion system EccD5 [ESX-5 (VF0402)] [Mycobacterium tuberculosis H37Rv]
>VFG002399(gb|NP_216310) (Rv1794) ESX-5 locus protein [ESX-5 (VF0402)] [Mycobacterium tuberculosis H37Rv]
>VFG002400(gb|YP_177838) (esxN) ESX-5 type VII secretion system EsxA (ESAT-6) homolog [ESX-5 (VF0402)] [Mycobacterium tuberculosis H37Rv]
>VFG002401(gb|NP_216314) (eccA5) ESX-5 type VII secretion system AAA+ ATPase EccA5 [ESX-5 (VF0402)] [Mycobacterium tuberculosis H37Rv]
>VFG002402(gb|NP_216313) (eccE5) ESX-5 type VII secretion system EccE5 [ESX-5 (VF0402)] [Mycobacterium tuberculosis H37Rv]
>VFG002403(gb|NP_216312) (mycP5) ESX-5 type VII secretion system subtilisin-like serine protease MycP5 [ESX-5 (VF0402)] [Mycobacterium tuberculosis H37Rv]
>VFG009553(gb|YP_177876) (mbtJ) Putative acetyl hydrolase MbtJ [mycobactin (IA031)] [Mycobacterium tuberculosis H37Rv]
>VFG009561(gb|YP_177877) (mbtI) Isochorismate synthase MbtI [mycobactin (IA031)] [Mycobacterium tuberculosis H37Rv]
>VFG009570(gb|NP_215864) (irtA) Iron-regulated transporter IrtA [mycobactin (IA031)] [Mycobacterium tuberculosis H37Rv]
